"REGION","COUNTRY","REPORTYEAR","POPULATION","donor_status","donor_type","donors"
"Eastern Mediterranean","Qatar",2017,2.6,"Actual","DCD",0
"Eastern Mediterranean","Qatar",2017,2.6,"Utilized","DBD",8
"Eastern Mediterranean","Qatar",2017,2.6,"Utilized","DCD",0
"Europe","Kazakhstan",2017,18.2,"Actual","DBD",24
"Europe","Kazakhstan",2017,18.2,"Actual","DCD",0
"Europe","Kazakhstan",2017,18.2,"Utilized","DBD",24
"Europe","Kazakhstan",2017,18.2,"Utilized","DCD",0
"Africa","Ethiopia",2017,105,"Actual","DBD",0
"Africa","Ethiopia",2017,105,"Actual","DCD",0
"Africa","Ethiopia",2017,105,"Utilized","DBD",0
"Africa","Ethiopia",2017,105,"Utilized","DCD",0
"Eastern Mediterranean","Jordan",2017,9.7,"Actual","DBD",0
"Eastern Mediterranean","Jordan",2017,9.7,"Actual","DCD",0
"Eastern Mediterranean","Jordan",2017,9.7,"Utilized","DBD",0
"Eastern Mediterranean","Jordan",2017,9.7,"Utilized","DCD",0
"Africa","South Africa",2017,56.7,"Actual","DBD",91
"Africa","South Africa",2017,56.7,"Actual","DCD",0
"Africa","South Africa",2017,56.7,"Utilized","DBD",91
"Africa","South Africa",2017,56.7,"Utilized","DCD",0
"South-East Asia","Thailand",2017,69,"Actual","DBD",294
"South-East Asia","Thailand",2017,69,"Actual","DCD",0
"South-East Asia","Thailand",2017,69,"Utilized","DBD",286
"South-East Asia","Thailand",2017,69,"Utilized","DCD",0
"Eastern Mediterranean","Syrian Arab Republic",2018,18.3,"Actual","DBD",0
"Eastern Mediterranean","Syrian Arab Republic",2018,18.3,"Actual","DCD",0
"Eastern Mediterranean","Syrian Arab Republic",2018,18.3,"Utilized","DBD",0
"Eastern Mediterranean","Syrian Arab Republic",2018,18.3,"Utilized","DCD",0
"South-East Asia","India",2017,1339.2,"Actual","DBD",770
"South-East Asia","India",2017,1339.2,"Actual","DCD",3
"South-East Asia","India",2017,1339.2,"Utilized","DBD",722
"South-East Asia","India",2017,1339.2,"Utilized","DCD",3
"Eastern Mediterranean","Iran (Islamic Republic of)",2017,81.2,"Actual","DBD",926
"Eastern Mediterranean","Iran (Islamic Republic of)",2017,81.2,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2018,41.5,"Actual","DBD",0
"Eastern Mediterranean","Sudan",2018,41.5,"Actual","DCD",0
"Eastern Mediterranean","Sudan",2018,41.5,"Utilized","DBD",0
"Eastern Mediterranean","Sudan",2018,41.5,"Utilized","DCD",0
"Western Pacific","Malaysia",2018,32,"Actual","DBD",7
"Western Pacific","Malaysia",2018,32,"Actual","DCD",0
"Western Pacific","Malaysia",2018,32,"Utilized","DBD",7
"Western Pacific","Malaysia",2018,32,"Utilized","DCD",0
"Western Pacific","Republic of Korea",2017,51,"Actual","DBD",515
"Western Pacific","Republic of Korea",2017,51,"Utilized","DBD",515
"Western Pacific","Mongolia",2017,3.1,"Actual","DBD",0
"Western Pacific","Mongolia",2017,3.1,"Actual","DCD",0
"Western Pacific","Mongolia",2017,3.1,"Utilized","DBD",0
"Western Pacific","Mongolia",2017,3.1,"Utilized","DCD",0
"Africa","Nigeria",2017,190.9,"Actual","DBD",0
"Africa","Nigeria",2017,190.9,"Actual","DCD",0
"Africa","Nigeria",2017,190.9,"Utilized","DBD",0
"Africa","Nigeria",2017,190.9,"Utilized","DCD",0
"Eastern Mediterranean","Pakistan",2017,197,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2017,197,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2017,197,"Utilized","DBD",0
"Eastern Mediterranean","Pakistan",2017,197,"Utilized","DCD",0
"Western Pacific","Philippines",2017,104.9,"Actual","DBD",12
"Western Pacific","Philippines",2017,104.9,"Actual","DCD",0
"Western Pacific","Philippines",2017,104.9,"Utilized","DBD",11
"Western Pacific","Philippines",2017,104.9,"Utilized","DCD",0
"Western Pacific","Singapore",2017,5.7,"Actual","DBD",36
"Western Pacific","Singapore",2017,5.7,"Actual","DCD",3
"Western Pacific","Singapore",2017,5.7,"Utilized","DBD",36
"Western Pacific","Singapore",2017,5.7,"Utilized","DCD",3
"Eastern Mediterranean","Kuwait",2018,4.2,"Actual","DBD",12
"Eastern Mediterranean","Kuwait",2018,4.2,"Actual","DCD",0
"Eastern Mediterranean","Kuwait",2018,4.2,"Utilized","DBD",10
"Eastern Mediterranean","Kuwait",2018,4.2,"Utilized","DCD",0
"America","Argentina",2018,44.7,"Actual","DBD",701
"America","Argentina",2018,44.7,"Actual","DCD",1
"America","Argentina",2018,44.7,"Utilized","DBD",643
"America","Argentina",2018,44.7,"Utilized","DCD",1
"America","Brazil",2018,210.9,"Actual","DBD",3529
"America","Brazil",2018,210.9,"Actual","DCD",0
"America","Brazil",2018,210.9,"Utilized","DBD",3022
"America","Brazil",2018,210.9,"Utilized","DCD",0
"America","Colombia",2018,49.5,"Actual","DBD",398
"America","Colombia",2018,49.5,"Actual","DCD",0
"America","Colombia",2018,49.5,"Utilized","DBD",394
"America","Colombia",2018,49.5,"Utilized","DCD",0
"America","Costa Rica",2018,5,"Actual","DBD",35
"America","Costa Rica",2018,5,"Utilized","DBD",35
"America","Dominican Republic",2018,10.9,"Actual","DBD",9
"America","Dominican Republic",2018,10.9,"Actual","DCD",0
"America","Dominican Republic",2018,10.9,"Utilized","DBD",7
"America","Dominican Republic",2018,10.9,"Utilized","DCD",0
"America","Guatemala",2018,17.2,"Actual","DBD",5
"America","Guatemala",2018,17.2,"Actual","DCD",0
"America","Guatemala",2018,17.2,"Utilized","DBD",5
"America","Guatemala",2018,17.2,"Utilized","DCD",0
"America","Mexico",2018,130.8,"Actual","DBD",534
"America","Mexico",2018,130.8,"Actual","DCD",0
"America","Mexico",2018,130.8,"Utilized","DBD",518
"America","Mexico",2018,130.8,"Utilized","DCD",0
"America","Panama",2018,4.2,"Actual","DBD",27
"America","Panama",2018,4.2,"Actual","DCD",0
"America","Panama",2018,4.2,"Utilized","DBD",27
"America","Panama",2018,4.2,"Utilized","DCD",0
"America","Paraguay",2018,6.9,"Actual","DBD",13
"America","Paraguay",2018,6.9,"Actual","DCD",0
"America","Paraguay",2018,6.9,"Utilized","DBD",13
"America","Paraguay",2018,6.9,"Utilized","DCD",0
"America","Uruguay",2018,3.5,"Actual","DBD",77
"America","Uruguay",2018,3.5,"Actual","DCD",0
"America","Uruguay",2018,3.5,"Utilized","DBD",76
"America","Uruguay",2018,3.5,"Utilized","DCD",0
"America","Venezuela (Bolivarian Republic of)",2018,32.4,"Actual","DBD",0
"America","Venezuela (Bolivarian Republic of)",2018,32.4,"Actual","DCD",0
"America","Venezuela (Bolivarian Republic of)",2018,32.4,"Utilized","DBD",0
"America","Venezuela (Bolivarian Republic of)",2018,32.4,"Utilized","DCD",0
"America","Canada",2018,37,"Utilized","DBD",536
"America","Canada",2018,37,"Utilized","DCD",227
"Europe","Iceland",2018,0.3,"Actual","DBD",10
"Europe","Iceland",2018,0.3,"Actual","DCD",0
"Europe","Iceland",2018,0.3,"Utilized","DBD",10
"Europe","Iceland",2018,0.3,"Utilized","DCD",0
"Europe","Israel",2018,8.5,"Actual","DBD",111
"Europe","Israel",2018,8.5,"Actual","DCD",2
"Europe","Israel",2018,8.5,"Utilized","DBD",108
"Europe","Israel",2018,8.5,"Utilized","DCD",2
"Europe","Republic of North Macedonia",2018,2.1,"Actual","DBD",1
"Europe","Republic of North Macedonia",2018,2.1,"Actual","DCD",0
"Europe","Republic of North Macedonia",2018,2.1,"Utilized","DBD",1
"Europe","Republic of North Macedonia",2018,2.1,"Utilized","DCD",0
"Europe","Republic of Moldova",2018,4,"Actual","DBD",10
"Europe","Republic of Moldova",2018,4,"Actual","DCD",0
"Europe","Republic of Moldova",2018,4,"Utilized","DBD",8
"Europe","Republic of Moldova",2018,4,"Utilized","DCD",0
"Europe","Norway",2018,5.4,"Actual","DBD",104
"Europe","Norway",2018,5.4,"Actual","DCD",0
"Europe","Norway",2018,5.4,"Utilized","DBD",100
"Europe","Norway",2018,5.4,"Utilized","DCD",0
"Europe","Switzerland",2018,8.5,"Actual","DBD",126
"Europe","Switzerland",2018,8.5,"Actual","DCD",32
"Europe","Switzerland",2018,8.5,"Utilized","DBD",123
"Europe","Switzerland",2018,8.5,"Utilized","DCD",31
"Europe","Türkiye",2018,81.9,"Actual","DBD",598
"Europe","Türkiye",2018,81.9,"Actual","DCD",0
"Europe","Türkiye",2018,81.9,"Utilized","DBD",560
"Europe","Türkiye",2018,81.9,"Utilized","DCD",0
"America","United States of America",2018,326.8,"Actual","DBD",8589
"America","United States of America",2018,326.8,"Actual","DCD",2133
"America","United States of America",2018,326.8,"Utilized","DBD",8244
"America","United States of America",2018,326.8,"Utilized","DCD",1862
"Western Pacific","Australia",2018,24.8,"Actual","DBD",400
"Western Pacific","Australia",2018,24.8,"Actual","DCD",154
"Western Pacific","Australia",2018,24.8,"Utilized","DBD",386
"Western Pacific","Australia",2018,24.8,"Utilized","DCD",145
"Europe","Bulgaria",2018,7,"Actual","DBD",16
"Europe","Bulgaria",2018,7,"Actual","DCD",0
"Europe","Bulgaria",2018,7,"Utilized","DBD",16
"Europe","Bulgaria",2018,7,"Utilized","DCD",0
"Europe","Croatia",2018,4.2,"Actual","DBD",169
"Europe","Croatia",2018,4.2,"Actual","DCD",0
"Europe","Croatia",2018,4.2,"Utilized","DBD",151
"Europe","Croatia",2018,4.2,"Utilized","DCD",0
"Europe","Cyprus",2018,1.2,"Actual","DBD",2
"Europe","Cyprus",2018,1.2,"Actual","DCD",0
"Europe","Cyprus",2018,1.2,"Utilized","DBD",2
"Europe","Cyprus",2018,1.2,"Utilized","DCD",0
"Europe","Czech Republic",2018,10.6,"Actual","DBD",269
"Europe","Czech Republic",2018,10.6,"Actual","DCD",13
"Europe","Czech Republic",2018,10.6,"Utilized","DBD",248
"Europe","Czech Republic",2018,10.6,"Utilized","DCD",11
"Europe","Denmark",2018,5.8,"Actual","DBD",100
"Europe","Denmark",2018,5.8,"Actual","DCD",0
"Europe","Denmark",2018,5.8,"Utilized","DBD",85
"Europe","Denmark",2018,5.8,"Utilized","DCD",0
"Europe","Estonia",2018,1.3,"Actual","DBD",33
"Europe","Estonia",2018,1.3,"Actual","DCD",0
"Europe","Estonia",2018,1.3,"Utilized","DBD",33
"Europe","Estonia",2018,1.3,"Utilized","DCD",0
"Europe","Finland",2018,5.5,"Actual","DBD",117
"Europe","Finland",2018,5.5,"Actual","DCD",0
"Europe","Finland",2018,5.5,"Utilized","DBD",108
"Europe","Finland",2018,5.5,"Utilized","DCD",0
"Europe","Germany",2018,82.3,"Actual","DBD",955
"Europe","Germany",2018,82.3,"Actual","DCD",0
"Europe","Germany",2018,82.3,"Utilized","DBD",933
"Europe","Germany",2018,82.3,"Utilized","DCD",0
"Europe","Hungary",2018,9.7,"Actual","DBD",168
"Europe","Hungary",2018,9.7,"Actual","DCD",0
"Europe","Hungary",2018,9.7,"Utilized","DBD",167
"Europe","Hungary",2018,9.7,"Utilized","DCD",0
"Europe","Ireland",2018,4.8,"Actual","DBD",77
"Europe","Ireland",2018,4.8,"Actual","DCD",4
"Europe","Ireland",2018,4.8,"Utilized","DBD",70
"Europe","Ireland",2018,4.8,"Utilized","DCD",3
"Europe","Italy",2018,59.3,"Actual","DBD",1409
"Europe","Italy",2018,59.3,"Actual","DCD",57
"Europe","Italy",2018,59.3,"Utilized","DBD",1324
"Europe","Italy",2018,59.3,"Utilized","DCD",47
"Europe","Latvia",2018,1.9,"Actual","DBD",23
"Europe","Latvia",2018,1.9,"Actual","DCD",1
"Europe","Latvia",2018,1.9,"Utilized","DBD",21
"Europe","Latvia",2018,1.9,"Utilized","DCD",1
"Europe","Lithuania",2018,2.9,"Actual","DBD",46
"Europe","Lithuania",2018,2.9,"Actual","DCD",0
"Europe","Lithuania",2018,2.9,"Utilized","DBD",45
"Europe","Lithuania",2018,2.9,"Utilized","DCD",0
"Europe","Malta",2018,0.4,"Actual","DBD",10
"Europe","Malta",2018,0.4,"Actual","DCD",0
"Europe","Malta",2018,0.4,"Utilized","DBD",10
"Europe","Malta",2018,0.4,"Utilized","DCD",0
"Europe","Poland",2018,38.1,"Actual","DBD",494
"Europe","Poland",2018,38.1,"Actual","DCD",4
"Europe","Poland",2018,38.1,"Utilized","DBD",471
"Europe","Poland",2018,38.1,"Utilized","DCD",4
"Europe","Portugal",2018,10.3,"Actual","DBD",316
"Europe","Portugal",2018,10.3,"Actual","DCD",28
"Europe","Portugal",2018,10.3,"Utilized","DBD",286
"Europe","Portugal",2018,10.3,"Utilized","DCD",23
"Europe","Romania",2018,19.6,"Actual","DBD",65
"Europe","Romania",2018,19.6,"Actual","DCD",0
"Europe","Romania",2018,19.6,"Utilized","DBD",65
"Europe","Romania",2018,19.6,"Utilized","DCD",0
"Europe","Slovakia",2018,5.4,"Actual","DBD",78
"Europe","Slovakia",2018,5.4,"Actual","DCD",0
"Europe","Slovakia",2018,5.4,"Utilized","DBD",74
"Europe","Slovakia",2018,5.4,"Utilized","DCD",0
"Europe","Sweden",2018,10,"Actual","DBD",181
"Europe","Sweden",2018,10,"Actual","DCD",10
"Europe","Sweden",2018,10,"Utilized","DBD",172
"Europe","Sweden",2018,10,"Utilized","DCD",10
"Europe","United Kingdom",2018,66.6,"Actual","DBD",1000
"Europe","United Kingdom",2018,66.6,"Actual","DCD",619
"Europe","United Kingdom",2018,66.6,"Utilized","DBD",977
"Europe","United Kingdom",2018,66.6,"Utilized","DCD",565
"Europe","Spain",2018,46.4,"Actual","DBD",1612
"Europe","Spain",2018,46.4,"Actual","DCD",629
"Europe","Spain",2018,46.4,"Utilized","DBD",1398
"Europe","Spain",2018,46.4,"Utilized","DCD",527
"Europe","France",2018,65.2,"Actual","DBD",1743
"Europe","France",2018,65.2,"Actual","DCD",138
"Europe","France",2018,65.2,"Utilized","DBD",1691
"Europe","France",2018,65.2,"Utilized","DCD",132
"Eastern Mediterranean","Qatar",2018,2.7,"Actual","DBD",7
"Eastern Mediterranean","Qatar",2018,2.7,"Actual","DCD",0
"Eastern Mediterranean","Qatar",2018,2.7,"Utilized","DBD",6
"Eastern Mediterranean","Qatar",2018,2.7,"Utilized","DCD",0
"Africa","Algeria",2018,42,"Actual","DBD",0
"Africa","Algeria",2018,42,"Actual","DCD",0
"Africa","Algeria",2018,42,"Utilized","DBD",0
"Africa","Algeria",2018,42,"Utilized","DCD",0
"Europe","Austria",2018,8.8,"Actual","DBD",201
"Europe","Austria",2018,8.8,"Actual","DCD",15
"Europe","Austria",2018,8.8,"Utilized","DBD",188
"Europe","Austria",2018,8.8,"Utilized","DCD",14
"Europe","Belgium",2018,11.5,"Actual","DBD",241
"Europe","Belgium",2018,11.5,"Actual","DCD",103
"Europe","Belgium",2018,11.5,"Utilized","DBD",237
"Europe","Belgium",2018,11.5,"Utilized","DCD",98
"Europe","Luxembourg",2018,0.6,"Actual","DBD",7
"Europe","Luxembourg",2018,0.6,"Actual","DCD",0
"Europe","Luxembourg",2018,0.6,"Utilized","DBD",7
"Europe","Luxembourg",2018,0.6,"Utilized","DCD",0
"Europe","Netherlands",2018,17.1,"Actual","DBD",117
"Europe","Netherlands",2018,17.1,"Actual","DCD",164
"Europe","Netherlands",2018,17.1,"Utilized","DBD",116
"Europe","Netherlands",2018,17.1,"Utilized","DCD",157
"Europe","Slovenia",2018,2.1,"Actual","DBD",46
"Europe","Slovenia",2018,2.1,"Actual","DCD",0
"Europe","Slovenia",2018,2.1,"Utilized","DBD",40
"Europe","Slovenia",2018,2.1,"Utilized","DCD",0
"America","Cuba",2018,11.5,"Actual","DBD",130
"America","Cuba",2018,11.5,"Actual","DCD",0
"America","Cuba",2018,11.5,"Utilized","DBD",80
"America","Cuba",2018,11.5,"Utilized","DCD",0
"America","El Salvador",2018,6.4,"Actual","DBD",0
"America","El Salvador",2018,6.4,"Actual","DCD",0
"America","El Salvador",2018,6.4,"Utilized","DBD",0
"America","El Salvador",2018,6.4,"Utilized","DCD",0
"Eastern Mediterranean","Saudi Arabia",2018,33.6,"Actual","DBD",96
"Eastern Mediterranean","Saudi Arabia",2018,33.6,"Actual","DCD",0
"Eastern Mediterranean","Saudi Arabia",2018,33.6,"Utilized","DBD",94
"Eastern Mediterranean","Saudi Arabia",2018,33.6,"Utilized","DCD",0
"Europe","Russian Federation",2018,144,"Actual","DBD",609
"Europe","Russian Federation",2018,144,"Actual","DCD",37
"Europe","Russian Federation",2018,144,"Utilized","DBD",604
"Europe","Russian Federation",2018,144,"Utilized","DCD",35
"Europe","Belarus",2018,9.5,"Actual","DBD",238
"Europe","Belarus",2018,9.5,"Actual","DCD",0
"Europe","Belarus",2018,9.5,"Utilized","DBD",238
"Europe","Belarus",2018,9.5,"Utilized","DCD",0
"South-East Asia","India",2018,1354.1,"Actual","DBD",872
"South-East Asia","India",2018,1354.1,"Actual","DCD",3
"South-East Asia","India",2018,1354.1,"Utilized","DBD",709
"South-East Asia","India",2018,1354.1,"Utilized","DCD",3
"America","Bolivia (Plurinational State of)",2018,11.2,"Actual","DBD",4
"America","Bolivia (Plurinational State of)",2018,11.2,"Actual","DCD",0
"America","Bolivia (Plurinational State of)",2018,11.2,"Utilized","DBD",4
"America","Bolivia (Plurinational State of)",2018,11.2,"Utilized","DCD",0
"Western Pacific","New Zealand",2018,4.7,"Actual","DBD",53
"Western Pacific","New Zealand",2018,4.7,"Actual","DCD",9
"Western Pacific","New Zealand",2018,4.7,"Utilized","DBD",50
"Western Pacific","New Zealand",2018,4.7,"Utilized","DCD",8
"America","Ecuador",2018,16.9,"Actual","DBD",133
"America","Ecuador",2018,16.9,"Actual","DCD",0
"America","Ecuador",2018,16.9,"Utilized","DBD",128
"America","Ecuador",2018,16.9,"Utilized","DCD",0
"America","Nicaragua",2018,6.3,"Actual","DBD",1
"America","Nicaragua",2018,6.3,"Actual","DCD",0
"America","Nicaragua",2018,6.3,"Utilized","DBD",1
"America","Nicaragua",2018,6.3,"Utilized","DCD",0
"Europe","Greece",2018,11.1,"Actual","DBD",45
"Europe","Greece",2018,11.1,"Actual","DCD",0
"Europe","Greece",2018,11.1,"Utilized","DBD",43
"Europe","Greece",2018,11.1,"Utilized","DCD",0
"America","Peru",2018,32.6,"Actual","DBD",65
"America","Peru",2018,32.6,"Actual","DCD",0
"America","Peru",2018,32.6,"Utilized","DBD",62
"America","Peru",2018,32.6,"Utilized","DCD",0
"Western Pacific","China",2018,1423,"Actual","DBD",1779
"Western Pacific","China",2018,1423,"Actual","DCD",4523
"Western Pacific","Japan",2018,127.2,"Actual","DBD",66
"Western Pacific","Japan",2018,127.2,"Actual","DCD",29
"Western Pacific","Japan",2018,127.2,"Utilized","DBD",66
"Western Pacific","Japan",2018,127.2,"Utilized","DCD",29
"Eastern Mediterranean","United Arab Emirates",2018,9.5,"Actual","DBD",10
"Eastern Mediterranean","United Arab Emirates",2018,9.5,"Actual","DCD",0
"Eastern Mediterranean","United Arab Emirates",2018,9.5,"Utilized","DBD",10
"Eastern Mediterranean","United Arab Emirates",2018,9.5,"Utilized","DCD",0
"Africa","Ethiopia",2018,107.5,"Actual","DBD",0
"Africa","Ethiopia",2018,107.5,"Actual","DCD",0
"Africa","Ethiopia",2018,107.5,"Utilized","DBD",0
"Africa","Ethiopia",2018,107.5,"Utilized","DCD",0
"South-East Asia","Thailand",2018,69.2,"Actual","DBD",261
"South-East Asia","Thailand",2018,69.2,"Actual","DCD",0
"South-East Asia","Thailand",2018,69.2,"Utilized","DBD",253
"South-East Asia","Thailand",2018,69.2,"Utilized","DCD",0
"Eastern Mediterranean","Jordan",2018,9.9,"Actual","DBD",1
"Eastern Mediterranean","Jordan",2018,9.9,"Actual","DCD",0
"Eastern Mediterranean","Jordan",2018,9.9,"Utilized","DBD",1
"Eastern Mediterranean","Jordan",2018,9.9,"Utilized","DCD",0
"Europe","Serbia",2018,8.8,"Actual","DBD",23
"Europe","Serbia",2018,8.8,"Actual","DCD",0
"Europe","Serbia",2018,8.8,"Utilized","DBD",23
"Europe","Serbia",2018,8.8,"Utilized","DCD",0
"Western Pacific","Mongolia",2018,3.1,"Actual","DBD",1
"Western Pacific","Mongolia",2018,3.1,"Actual","DCD",0
"Western Pacific","Mongolia",2018,3.1,"Utilized","DBD",1
"Western Pacific","Mongolia",2018,3.1,"Utilized","DCD",0
"Africa","Senegal",2018,16.3,"Actual","DBD",0
"Africa","Senegal",2018,16.3,"Actual","DCD",0
"Africa","Senegal",2018,16.3,"Utilized","DBD",0
"Africa","Senegal",2018,16.3,"Utilized","DCD",0
"Africa","South Africa",2018,57.4,"Actual","DBD",92
"Africa","South Africa",2018,57.4,"Actual","DCD",0
"Africa","South Africa",2018,57.4,"Utilized","DBD",92
"Africa","South Africa",2018,57.4,"Utilized","DCD",0
"Western Pacific","Singapore",2018,5.8,"Actual","DBD",26
"Western Pacific","Singapore",2018,5.8,"Actual","DCD",0
"Western Pacific","Singapore",2018,5.8,"Utilized","DBD",26
"Western Pacific","Singapore",2018,5.8,"Utilized","DCD",0
"Africa","Nigeria",2018,195.9,"Actual","DBD",0
"Africa","Nigeria",2018,195.9,"Actual","DCD",0
"Africa","Nigeria",2018,195.9,"Utilized","DBD",0
"Africa","Nigeria",2018,195.9,"Utilized","DCD",0
"Western Pacific","Republic of Korea",2018,51.2,"Actual","DBD",449
"Western Pacific","Republic of Korea",2018,51.2,"Utilized","DBD",449
"Eastern Mediterranean","Morocco",2018,36.2,"Actual","DBD",11
"Eastern Mediterranean","Morocco",2018,36.2,"Actual","DCD",1
"Eastern Mediterranean","Morocco",2018,36.2,"Utilized","DBD",11
"Eastern Mediterranean","Morocco",2018,36.2,"Utilized","DCD",1
"Eastern Mediterranean","Lebanon",2018,6.1,"Actual","DBD",4
"Eastern Mediterranean","Lebanon",2018,6.1,"Actual","DCD",0
"Eastern Mediterranean","Lebanon",2018,6.1,"Utilized","DBD",2
"Eastern Mediterranean","Lebanon",2018,6.1,"Utilized","DCD",0
"Africa","Kenya",2018,51,"Actual","DBD",0
"Africa","Kenya",2018,51,"Actual","DCD",0
"Africa","Kenya",2018,51,"Utilized","DBD",0
"Africa","Kenya",2018,51,"Utilized","DCD",0
"Eastern Mediterranean","Pakistan",2018,200.8,"Actual","DBD",0
"Eastern Mediterranean","Pakistan",2018,200.8,"Actual","DCD",0
"Eastern Mediterranean","Pakistan",2018,200.8,"Utilized","DBD",0
"Eastern Mediterranean","Pakistan",2018,200.8,"Utilized","DCD",0
"Eastern Mediterranean","Iran (Islamic Republic of)",2018,82,"Actual","DBD",923
"Eastern Mediterranean","Iran (Islamic Republic of)",2018,82,"Actual","DCD",0
"Europe","Kazakhstan",2018,18.4,"Actual","DBD",9
"Europe","Kazakhstan",2018,18.4,"Actual","DCD",0
"Europe","Kazakhstan",2018,18.4,"Utilized","DBD",9
"Europe","Kazakhstan",2018,18.4,"Utilized","DCD",0
"America","Trinidad and Tobago",2018,1.4,"Actual","DBD",4
"America","Trinidad and Tobago",2018,1.4,"Actual","DCD",0
"America","Trinidad and Tobago",2018,1.4,"Utilized","DBD",4
"America","Trinidad and Tobago",2018,1.4,"Utilized","DCD",0
"America","Argentina",2019,45.1,"Actual","DBD",883
"America","Argentina",2019,45.1,"Actual","DCD",1
"America","Argentina",2019,45.1,"Utilized","DBD",773
"America","Argentina",2019,45.1,"Utilized","DCD",1
"America","Brazil",2019,212.4,"Actual","DBD",3767
"America","Brazil",2019,212.4,"Actual","DCD",0
"America","Brazil",2019,212.4,"Utilized","DBD",3161
"America","Brazil",2019,212.4,"Utilized","DCD",0
"America","Chile",2019,18.3,"Actual","DBD",188
"America","Chile",2019,18.3,"Actual","DCD",0
"America","Chile",2019,18.3,"Utilized","DBD",182
"America","Chile",2019,18.3,"Utilized","DCD",0
"America","Colombia",2019,49.8,"Actual","DBD",417
"America","Colombia",2019,49.8,"Actual","DCD",0
"America","Colombia",2019,49.8,"Utilized","DBD",411
"America","Colombia",2019,49.8,"Utilized","DCD",0
"America","Costa Rica",2019,5,"Actual","DBD",33
"America","Costa Rica",2019,5,"Actual","DCD",0
"America","Costa Rica",2019,5,"Utilized","DBD",30
"America","Costa Rica",2019,5,"Utilized","DCD",0
"America","Cuba",2019,11.5,"Actual","DBD",138
"America","Cuba",2019,11.5,"Actual","DCD",0
"America","Cuba",2019,11.5,"Utilized","DBD",85
"America","Cuba",2019,11.5,"Utilized","DCD",0
"America","Dominican Republic",2019,11,"Actual","DBD",23
"America","Dominican Republic",2019,11,"Actual","DCD",0
"America","Dominican Republic",2019,11,"Utilized","DBD",22
"America","Dominican Republic",2019,11,"Utilized","DCD",0
"America","Ecuador",2019,17.1,"Actual","DBD",133
"America","Ecuador",2019,17.1,"Actual","DCD",0
"America","Ecuador",2019,17.1,"Utilized","DBD",125
"America","Ecuador",2019,17.1,"Utilized","DCD",0
"America","Mexico",2019,132.3,"Actual","DBD",500
"America","Mexico",2019,132.3,"Actual","DCD",0
"America","Mexico",2019,132.3,"Utilized","DBD",490
"America","Mexico",2019,132.3,"Utilized","DCD",0
"America","Panama",2019,4.2,"Actual","DBD",18
"America","Panama",2019,4.2,"Actual","DCD",0
"America","Panama",2019,4.2,"Utilized","DBD",15
"America","Panama",2019,4.2,"Utilized","DCD",0
"America","Paraguay",2019,7,"Actual","DBD",20
"America","Paraguay",2019,7,"Actual","DCD",0
"America","Paraguay",2019,7,"Utilized","DBD",20
"America","Paraguay",2019,7,"Utilized","DCD",0
"America","Peru",2019,32.9,"Actual","DBD",75
"America","Peru",2019,32.9,"Actual","DCD",0
"America","Peru",2019,32.9,"Utilized","DBD",75
"America","Peru",2019,32.9,"Utilized","DCD",0
"America","Uruguay",2019,3.5,"Actual","DBD",75
"America","Uruguay",2019,3.5,"Actual","DCD",0
"America","Uruguay",2019,3.5,"Utilized","DBD",75
"America","Uruguay",2019,3.5,"Utilized","DCD",0
"Europe","Armenia",2019,2.9,"Actual","DBD",0
"Europe","Armenia",2019,2.9,"Actual","DCD",0
"Europe","Armenia",2019,2.9,"Utilized","DBD",0
"Europe","Armenia",2019,2.9,"Utilized","DCD",0
"Europe","Belarus",2019,9.4,"Actual","DBD",248
"Europe","Belarus",2019,9.4,"Actual","DCD",0
"Europe","Belarus",2019,9.4,"Utilized","DBD",247
"Europe","Belarus",2019,9.4,"Utilized","DCD",0
"Europe","Israel",2019,8.6,"Actual","DBD",96
"Europe","Israel",2019,8.6,"Actual","DCD",5
"Europe","Israel",2019,8.6,"Utilized","DBD",95
"Europe","Israel",2019,8.6,"Utilized","DCD",5
"Europe","Iceland",2019,0.3,"Actual","DBD",7
"Europe","Iceland",2019,0.3,"Actual","DCD",0
"Europe","Iceland",2019,0.3,"Utilized","DBD",7
"Europe","Iceland",2019,0.3,"Utilized","DCD",0
"Europe","Norway",2019,5.4,"Actual","DBD",115
"Europe","Norway",2019,5.4,"Actual","DCD",0
"Europe","Norway",2019,5.4,"Utilized","DBD",113
"Europe","Norway",2019,5.4,"Utilized","DCD",0
"Europe","Republic of Moldova",2019,4,"Actual","DBD",11
"Europe","Republic of Moldova",2019,4,"Actual","DCD",0
"Europe","Republic of Moldova",2019,4,"Utilized","DBD",6
"Europe","Republic of Moldova",2019,4,"Utilized","DCD",0
"Europe","Republic of North Macedonia",2019,2.1,"Actual","DBD",3
"Europe","Republic of North Macedonia",2019,2.1,"Actual","DCD",0
"Europe","Republic of North Macedonia",2019,2.1,"Utilized","DBD",3
"Europe","Republic of North Macedonia",2019,2.1,"Utilized","DCD",0
"Europe","Russian Federation",2019,143.9,"Actual","DBD",696
"Europe","Russian Federation",2019,143.9,"Actual","DCD",44
"Europe","Russian Federation",2019,143.9,"Utilized","DBD",692
